IMO Number,Vessel,Year,Month,ACT_AE_CONS,EXP_AE_CONS,AE_Dev_Prcnt,Per24h_Act_AE_Cons,Per24h_Exp_AE_Cons,Avg_ME_Act_SFOC,Avg_ME_Exp_SFOC,ACT_ME_CONS,EXP_ME_CONS,ME_SFOC_Dev_Prcnt,ACT_BLR_CONS,EXP_BLR_CONS,BLR_Dev_Prcnt,Reported CLO Cons.,Expected CLO Cons.,ME kWh,Actual_SCOC,Exp_SCOC,SCOC_Dev_Prcnt,ACT_ME_CONS_Laden,EXP_ME_CONS_Laden,Distance_Laden,ME_Rhr_Laden,Avg_Draught_Laden,Avg_BF_Laden,Avg_Speed_Laden,Per24h_Act_ME_Cons_Laden,ACT_ME_CONS_Ballast,EXP_ME_CONS_Ballast,Distance_Ballast,ME_Rhr_Ballast,Avg_Draught_Ballast,Avg_BF_Ballast,Avg_Speed_Ballast,Per24h_Act_ME_Cons_Ballast,Laden Expected Cons. @ Reported Draft - Reported Speed (@ 0% SFOC%),Ballast Expected Cons. @ Reported Draft - Reported Speed (@ 0% SFOC%),Laden Cons Diff. from Exp. Cons. @0% SFOC%,Laden Cons. Dev. due to M.E (mt),Laden Cons. Dev. due to Hull (mt),Ballast Cons Diff. from Exp. Cons. @0% SFOC%,Ballast Cons. Dev. due to M.E (mt),Ballast Cons. Dev. due to Hull (mt)
9422835,GARIBALDI SPIRIT,2023,6,90.79,110.35,-17.73,3.02,3.67,193.96,181.65,98.8,92.53,6.78,124.18,121.28,2.39,2177,1603,1080652.09,1.85,1.36,36.03,60,57.39,716,57.3,11.58,3,12.5,25.13,38.8,35.14,507,43.7,7.23,4,11.6,21.32,,,,,,,,
9422835,GARIBALDI SPIRIT,2023,7,95.23,100.25,-5.01,3.08,3.24,196.01,180.1,147.6,135.62,8.83,83.4,118.05,-29.35,1278,1851,1402563.73,0.84,1.21,-30.58,67.6,61.48,675,53.7,10.45,4,12.57,30.21,80,74.14,725,49,7.35,5,14.8,39.22,,,,,,,,
9422835,GARIBALDI SPIRIT,2023,8,91.89,94.8,-3.07,2.97,3.07,205.14,185.12,63.3,57.12,10.82,144.19,138.97,3.76,596,823,566128.33,0.97,1.34,-27.61,35.3,31.96,354,30,11.3,4,11.8,28.24,28,25.16,362,32,7.2,4,11.31,21.05,,,,,,,,
9422835,GARIBALDI SPIRIT,2023,9,89.71,94.37,-4.94,3.05,3.21,223.69,189.56,101.4,85.93,18,114.1,98.88,15.39,1031,1503,734869.37,1.29,1.88,-31.38,40.7,37.45,446,35.9,12,2,12.42,27.21,60.7,48.48,1187,168,7.1,3,7.07,8.67,,,,,,,,
9422835,GARIBALDI SPIRIT,2023,10,90.6,95.15,-4.78,2.85,3,144.26,140.86,273.5,267.07,2.41,72.46,59.31,22.17,1769,3444,2695940,0.6,1.18,-49.15,273.5,267.07,2600,195,11.97,3,13.33,33.66,0,0,0,0,,4,,,,,,,,,,
9422835,GARIBALDI SPIRIT,2023,11,93.9,99.73,-5.85,3.12,3.32,139.58,139.46,161.9,161.76,0.09,203.9,131.41,55.16,1081,1974,1364125.3,0.73,1.33,-45.11,139,138.86,1444,152.6,11.6,4,9.46,21.86,22.9,22.9,279,22.7,7.1,4,12.29,24.11,,,,,,,,
9422835,GARIBALDI SPIRIT,2023,12,92.27,93.82,-1.65,2.96,3.01,200.48,187.31,46.6,43.54,7.03,208.12,114.1,82.4,606,882,365178.8,1.53,2.22,-31.08,22.8,21.02,333,55.3,11.08,4,6.02,9.9,23.8,22.52,438,58.5,7.1,4,7.49,9.75,,,,,,,,
9422835,GARIBALDI SPIRIT,2024,1,5.3,4.99,6.21,2.89,2.72,,,0,0,,5.3,4.03,31.51,76,122,52385.56,1.33,2.14,-37.85,0,0,0,0,,4,,,0,0,0,0,,4,,,,,,,,,,
9427627,ASPEN SPIRIT,2023,1,103.45,89.47,15.63,3.34,2.89,185.6,181.12,243.6,237.72,2.47,175.56,127.96,37.2,0,0,3289439.14,0,0,,127,124.31,794,63,14.49,4,12.6,48.38,116.6,113.41,890,66,7.55,4,13.48,42.4,23.35,24.85,25.03,23.52,1.51,17.55,15.95,1.6
9427627,ASPEN SPIRIT,2023,2,88.7,80.19,10.61,3.17,2.87,186.9,186.9,55.8,55.8,0,59.41,56.73,4.72,0,0,2050480.86,0,0,,0,0,0,0,,4,,,55.8,55.8,637,59,7.77,4,10.8,22.68,,,,,,,,
9427627,ASPEN SPIRIT,2023,3,89.8,35.44,153.39,2.86,1.13,,,0,0,,0,0,,0,0,8027643.97,0,0,,0,0,0,0,,4,,,0,0,0,0,,4,,,,,,,,,,
9427627,ASPEN SPIRIT,2023,4,101,10.73,841.29,3.39,0.36,187,176,65.3,61.46,6.25,93.2,155.92,-40.23,0,0,4997536.04,0,0,,43,39.46,288,24,14.8,5,12,43,22.3,22,197,15.7,7.7,3,12.55,34.31,,19.36,,,,14.95,13.7,1.25
9427627,ASPEN SPIRIT,2023,5,105.22,9.36,1024.15,3.39,0.3,196.27,181.8,105.1,97.35,7.96,104.6,97.57,7.21,0,0,3921183.1,0,0,,18.1,13.04,111,8.5,15.8,3,13.06,51.11,87,84.31,764,63.5,7.7,3,12.03,32.83,28.54,16.93,22.57,20.73,1.84,15.9,14.81,1.09
9427627,ASPEN SPIRIT,2023,6,94.7,29.39,222.22,3.15,0.98,,,0,0,,75.1,104.51,-28.14,0,0,2534856,0,0,,0,0,0,0,,4,,,0,0,0,0,,4,,,,,,,,,,
9427627,ASPEN SPIRIT,2023,7,101.6,70.53,44.05,3.3,2.29,187.35,182.38,126.2,122.85,2.73,53.8,78.7,-31.64,0,0,4311795.88,0,0,,0,0,0,0,,4,,,126.2,122.85,1202,102,7.8,5,11.78,29.69,,16.91,,,,12.78,11.69,1.09
9427627,ASPEN SPIRIT,2023,8,95.41,30.64,211.39,3.07,0.99,187.43,180.78,125.4,120.95,3.68,61.62,55.17,11.69,0,0,2983156,0,0,,86.6,82.49,580,47,16.45,4,12.34,44.22,38.8,38.46,417,41.5,7.75,5,10.05,22.43,26.13,,18.09,16.4,1.69,,,
9427627,ASPEN SPIRIT,2023,9,101.79,74.97,35.77,3.4,2.5,188.76,181.54,107.5,103.39,3.98,132.47,133.57,-0.82,415,546,2079120.98,0.18,0.24,-25,6.4,6.4,22,24,14.35,4,0.92,6.4,101.1,96.99,975,99,7.56,5,9.85,24.48,,,,,,,,
9427627,ASPEN SPIRIT,2023,10,96.3,88.9,8.32,3.11,2.87,189.95,174.88,281.2,258.88,8.62,119.2,105.42,13.07,4924,4841,5061652,0.89,0.88,1.14,192.4,177.43,1320,110,16.2,4,12,41.98,88.8,81.45,662,48,7.7,5,13.79,44.4,,27.27,,,,17.13,15.37,1.76
9427627,ASPEN SPIRIT,2023,11,100.4,91.9,9.25,3.36,3.08,190.97,175.05,414.9,380.31,9.1,38.8,28.94,34.07,4008,4270,4270535,0.86,0.92,-6.52,318.1,289.45,2039,166,15.8,4,12.28,45.99,96.8,90.86,926,78.5,7.7,4,11.8,29.6,24.65,16.61,21.34,19.75,1.59,12.99,11.92,1.07
9427627,ASPEN SPIRIT,2023,12,101.27,95.87,5.63,3.25,3.08,188.67,175.68,500.9,466.41,7.39,92.95,86.12,7.93,4480,4698,4469011.6,0.92,0.97,-5.15,162.9,150.08,1248,94,13.4,4,13.28,41.59,338,316.33,2928,244,7.89,5,12,33.24,27.18,,14.41,12.66,1.75,,,
9484077,SELETAR SPIRIT,2023,1,105.76,43.18,144.93,3.39,1.38,174.07,169.76,56.1,54.71,2.54,156.32,186.22,-16.06,0,0,518775.58,0,0,,23,22.82,254,19.8,13.5,4,12.83,27.88,33.1,31.89,538,49.1,7.28,4,10.96,16.15,30.15,15.05,-2.27,-3.64,1.37,1.1,0.42,0.68
9484077,SELETAR SPIRIT,2023,2,91.79,45,103.98,3.28,1.61,185.18,177.46,19.9,19.07,4.35,131.5,117.41,12,0,0,925562.88,0,0,,0,0,0,0,,4,,,19.9,19.07,176,12.2,11.5,5,14.43,39.02,,39.94,,,,-0.92,-2.73,1.81
9484077,SELETAR SPIRIT,2023,3,97.7,26.89,263.33,3.17,0.87,191.7,179.69,42.6,39.93,6.69,149.35,120.88,23.55,0,0,1056414.47,0,0,,9.1,7.47,93,6.7,11,3,13.88,32.6,33.5,32.46,540,46.2,7.25,4,11.69,17.36,32.98,18.21,-0.38,-1.88,1.5,-0.85,-1.68,0.83
9484077,SELETAR SPIRIT,2023,4,111.21,36.25,206.79,3.71,1.21,191.99,180.23,127.7,119.88,6.52,174.51,110.69,57.66,0,0,1226829.36,0,0,,58.8,57.88,602,45.8,11.3,4,13.14,30.81,68.9,62,1120,97,7.25,3,11.55,17.05,29.23,16.91,1.58,0.25,1.33,0.14,-0.63,0.77
9484077,SELETAR SPIRIT,2023,5,116.5,100.32,16.13,3.75,3.23,199.02,180.3,52.4,47.47,10.39,162.42,120.38,34.92,0,0,770670.63,0,0,,28.9,23.97,372,26,12.55,3,14.31,26.68,23.5,23.5,341,30.7,7.25,3,11.11,18.36,38.81,15.06,-12.13,-13.89,1.76,3.3,2.62,0.68
9484077,SELETAR SPIRIT,2023,6,107.41,99.5,7.95,3.59,3.33,196.05,188.94,78.6,75.75,3.76,111.85,101.28,10.44,0,0,648327.35,0,0,,78.6,75.75,1623,183.4,9.08,3,8.85,10.29,0,0,0,0,,4,,,,,,,,,,
9484077,SELETAR SPIRIT,2023,7,109.03,94.24,15.69,3.52,3.04,200.7,182.48,62.9,57.19,9.98,155.22,128.43,20.86,0,0,478610.39,0,0,,57.9,52.94,700,58.2,11.4,4,12.03,23.88,5,4.25,199,37.9,7.23,3,5.25,3.16,22.45,,1.43,0.41,1.02,,,
9484077,SELETAR SPIRIT,2023,8,110.41,109.94,0.43,3.55,3.54,167.64,161.91,46.2,44.62,3.54,138.49,123.11,12.49,0,0,478858.42,0,0,,34.5,34.5,462,36,11,4,12.83,23,11.7,10.12,358,42,7.15,3,8.52,6.69,27.08,,-4.08,-5.31,1.23,,,
9484077,SELETAR SPIRIT,2023,9,107.1,108.09,-0.92,3.58,3.61,179.93,176.27,215.1,210.72,2.08,120.2,115.32,4.23,0,0,1542426.66,0,0,,118.6,116.18,1402,113.5,11.59,3,12.35,25.08,96.5,94.54,1334,103.98,7.1,3,12.83,22.29,23.51,22.85,1.57,0.5,1.07,-0.56,-1.6,1.04
9484077,SELETAR SPIRIT,2023,10,101.7,103.02,-1.28,3.28,3.32,178.6,171.98,112.5,108.33,3.85,176.6,159.06,11.03,0,0,1049672.5,0,0,,46.3,45.99,518,38,12,3,13.63,29.24,66.2,62.34,690,46,7.07,3,15,34.48,31.82,,-2.58,-4.02,1.44,,,
9484077,SELETAR SPIRIT,2023,11,99.4,95.58,4,3.31,3.18,184.31,181.71,96.4,95.04,1.43,90.8,116.1,-21.79,0,0,1024786,0,0,,52.8,51.44,653,53,12.1,4,12.32,23.91,43.6,43.6,594,49,7.05,4,12.12,21.37,24.66,20.01,-0.75,-1.87,1.12,1.36,0.45,0.91
9484077,SELETAR SPIRIT,2023,12,101.9,92.62,10.02,3.26,2.96,183.61,175.7,55.5,53.11,4.5,212.1,147.12,44.17,357,318,393328.78,0.84,0.74,13.51,0,0,0,0,,4,,,55.5,53.11,557,37.6,7.4,4,14.81,35.35,,37.22,,,,-1.87,-3.56,1.69
9484077,SELETAR SPIRIT,2024,1,4.9,4.86,0.82,2.8,2.78,,,0,0,,5.5,5.46,0.73,7,7,7778.52,0.83,0.83,0,0,0,0,0,,4,,,0,0,0,0,,4,,,,,,,,,,
9484089,LEYTE SPIRIT,2023,1,98.58,75.39,30.76,3.2,2.45,184.09,178.55,660.3,640.41,3.11,30.4,24.64,23.38,0,0,4569260.03,0,0,,660.3,640.41,5656,401,14,4,14.1,39.52,0,0,0,0,,4,,,40.42,,-0.9,-2.29,1.39,,,
9484089,LEYTE SPIRIT,2023,2,103.8,82.26,26.19,3.72,2.95,188.04,178.55,320.6,304.43,5.31,125.67,80.56,56,0,0,2467943.09,0,0,,320.6,304.43,2638,190,13.88,4,13.88,40.5,0,0,68,11,7.2,3,6.18,0,38.45,,2.05,0.73,1.32,,,
9484089,LEYTE SPIRIT,2023,3,113.1,68.83,64.32,3.62,2.2,189.92,183.06,554.9,534.87,3.74,24.4,18.7,30.48,0,0,3315036.26,0,0,,554.9,534.87,5918,473.8,14.15,4,12.49,28.11,0,0,71,11,7.2,4,6.45,0,28.25,,-0.14,-1.11,0.97,,,
9484089,LEYTE SPIRIT,2023,4,96.01,20.89,359.6,3.19,0.69,188.44,186.13,206.8,204.27,1.24,116.8,75.15,55.42,0,0,2594967.37,0,0,,138.8,136.76,1354,110,14,4,12.31,30.28,68,67.51,1262,125,7.25,3,10.1,13.05,26.8,11.42,3.48,2.56,0.92,1.63,1.24,0.39
9484089,LEYTE SPIRIT,2023,5,101.2,78.23,29.36,3.3,2.55,191.34,184.3,607.3,584.96,3.82,28.25,19.69,43.47,0,0,3451887.37,0,0,,606.1,584.96,6537,520.3,13.2,4,12.56,27.96,1.2,0,0,0,7.25,5,,,28.27,,-0.31,-1.28,0.97,,,
9484089,LEYTE SPIRIT,2023,6,109.11,75.65,44.23,3.59,2.49,193.27,187.09,417.6,404.24,3.3,59.85,60.43,-0.96,0,0,3538645.29,0,0,,150.9,147.02,1705,143,13.2,5,11.92,25.33,266.7,257.22,3349,282.5,7.31,4,11.85,22.66,24.58,18.97,0.75,-0.1,0.85,3.69,3.04,0.65
9484089,LEYTE SPIRIT,2023,7,115,16.49,597.39,3.73,0.54,202.52,180.12,271.8,241.74,12.43,43.1,35.59,21.1,0,0,3853936.01,0,0,,271.8,241.74,2345,198.5,14.35,5,11.81,32.86,0,0,0,0,,4,,,24.61,,8.25,7.4,0.85,,,
9484089,LEYTE SPIRIT,2023,8,119.3,18.87,532.22,3.85,0.61,197.47,187.48,272,258.25,5.32,97.91,72.02,35.95,0,0,1905383.25,0,0,,108.1,103.36,1145,94.6,14.36,5,12.1,27.42,163.9,154.89,2529,220.5,7.2,4,11.47,17.83,26.42,17.2,1,0.09,0.91,0.63,0.04,0.59
9484089,LEYTE SPIRIT,2023,9,102,46.77,118.09,3.37,1.55,184.69,175.29,231.5,219.72,5.36,126,102.73,22.65,0,0,2222283.51,0,0,,34,29.44,298,24,15,5,12.42,34,197.5,190.28,2737,231,7.2,4,11.85,20.51,29.71,18.87,4.29,3.27,1.02,1.64,0.99,0.65
9484089,LEYTE SPIRIT,2023,10,106.6,99.97,6.63,3.47,3.26,192.81,185.36,271.9,261.39,4.02,132.4,100.72,31.45,0,0,1484474.5,0,0,,246.3,236.55,2655,215.1,13.29,4,12.34,27.48,25.6,24.84,485,48.5,8.2,4,10,12.67,26.83,,0.65,-0.27,0.92,,,
9484089,LEYTE SPIRIT,2023,11,103.2,102.57,0.61,3.44,3.41,191.68,185.17,511,493.63,3.52,92,74.14,24.09,0,0,2671192.5,0,0,,295.6,283.42,2817,213,12.5,3,13.23,33.31,215.4,210.21,3338,271.5,7.2,4,12.29,19.05,30.36,21.05,2.95,1.91,1.04,-2,-2.72,0.72
9484089,LEYTE SPIRIT,2023,12,94.55,87.47,8.09,2.99,2.76,182.11,180.49,401.1,397.53,0.9,52.95,68.15,-22.3,1366.5,1694,3493193.02,0.36,0.45,-20,385.3,381.73,3907,311.5,14.74,4,12.54,29.69,15.8,15.8,309,33,7.2,3,9.36,11.45,29.56,9.17,0.13,-0.89,1.02,2.28,1.96,0.32
9484089,LEYTE SPIRIT,2024,1,7.1,6.32,12.34,2.89,2.57,,,0,0,,2.6,1.15,126.09,225,281,280589.76,0.74,0.92,-19.57,0,0,0,0,,4,,,0,0,0,0,,4,,,,,,,,,,
9514171,PEAK SPIRIT,2023,1,84.2,82.35,2.25,2.71,2.65,189.87,178.75,188.6,177.56,6.22,117.07,103.76,12.83,0,0,1962058.66,0,0,,72.8,70.38,1055,73,12.2,5,14.45,23.93,115.8,107.18,1309,104.5,7.25,4,12.53,26.62,,,,,,,,
9514171,PEAK SPIRIT,2023,2,71.5,78.59,-9.02,2.55,2.81,168.62,166.99,34.2,33.87,0.97,127.3,106.52,19.51,0,0,1024174.6,0,0,,12.1,11.77,163,13,11.6,4,12.54,22.34,22.1,22.1,459,56,7.2,4,8.2,9.48,,,,,,,,
9514171,PEAK SPIRIT,2023,3,80.7,78.85,2.35,2.6,2.54,187.4,176.57,112.1,105.62,6.14,117.43,119.6,-1.81,0,0,1472227.94,0,0,,74.6,70.17,777,63.5,12.09,4,12.24,28.2,37.5,35.45,453,32.5,6.8,5,13.94,27.78,,,,,,,,
9514171,PEAK SPIRIT,2023,4,79.96,87.45,-8.56,2.67,2.92,178.14,169.89,55.7,53.12,4.86,158.85,143.15,10.97,0,0,649924.6,0,0,,27.3,25.75,319,26.2,11.68,5,12.18,25.01,28.4,27.37,546,59.4,7.08,4,9.19,11.45,,,,,,,,
9514171,PEAK SPIRIT,2023,5,93.1,100.76,-7.6,3,3.25,87.06,87.06,49,49,0,144.6,147.92,-2.24,0,0,850769.3,0,0,,10.2,10.2,161,18.3,11.65,4,8.8,13.38,38.8,38.8,834,73.4,7.08,4,11.36,12.68,,,,,,,,
9514171,PEAK SPIRIT,2023,6,91.5,89.53,2.2,3.05,2.98,121.74,121.74,128.5,128.5,0,123.8,140.25,-11.73,0,0,2254665.8,0,0,,66.8,66.8,809,65.6,11.57,3,12.33,24.44,61.7,61.7,852,77,7.09,4,11.06,19.22,,,,,,,,
9514171,PEAK SPIRIT,2023,7,92.6,77.59,19.35,2.99,2.5,128.12,128.12,56.2,56.2,0,100.44,104.86,-4.22,0,0,955301.27,0,0,,30.2,30.2,315,27.3,11.6,5,11.54,26.55,26,26,505,55.6,7.35,4,9.08,11.21,,,,,,,,
9514171,PEAK SPIRIT,2023,8,87.6,95.73,-8.49,2.83,3.09,166.3,162.34,200.4,195.63,2.44,110.3,92.86,18.78,40,80,2279590.84,0.02,0.03,-33.33,71.1,71.1,795,66.5,11.62,3,11.95,25.66,129.3,124.53,1341,91.8,7,4,14.61,33.76,,,,,,,,
9514171,PEAK SPIRIT,2023,9,78.9,82.1,-3.9,2.63,2.73,164.09,164.09,35.2,35.2,0,163.14,122.84,32.81,466,472,577802.14,0.74,0.75,-1.33,0,0,0,0,,4,,,35.2,35.2,359,25,6.8,3,14.36,33.85,,,,,,,,
9514171,PEAK SPIRIT,2023,10,77.78,89.54,-13.13,2.51,2.89,165.54,156.91,80.2,76.02,5.5,163.02,164.54,-0.92,1243,1308,996773.53,1.15,1.21,-4.96,62.8,58.62,727,60.1,11.7,3,12.1,25.08,17.4,17.4,408,46.7,6.98,4,8.74,8.92,,,,,,,,
9514171,PEAK SPIRIT,2023,11,73,79.68,-8.38,2.43,2.65,157.97,154.23,38.9,37.98,2.42,166.4,149.41,11.37,847,856,556311.1,1.4,1.42,-1.41,25.7,24.78,322,31.2,11.7,4,10.32,19.77,13.2,13.2,276,25.8,7.15,4,10.7,12.22,,,,,,,,
9514171,PEAK SPIRIT,2023,12,78.9,81.91,-3.67,2.52,2.62,97.79,97.79,8.8,8.8,0,165.9,132.63,25.08,275,285,193942.71,1.3,1.35,-3.7,0,0,0,0,,4,,,8.8,8.8,220,39.19,7.13,4,5.61,5.4,,,,,,,,
9514171,PEAK SPIRIT,2024,1,4.7,4.63,1.51,2.68,2.64,,,0,0,,0.1,0.19,-47.37,362,255,198800.4,1.68,1.18,42.37,0,0,0,0,,4,,,0,0,0,0,,4,,,,,,,,,,
9572264,SEBAROK SPIRIT,2023,1,87.17,29.41,196.4,2.8,0.95,174.52,174.52,203.7,203.7,0,122.11,101.89,19.84,0,0,1562133.91,0,0,,203.7,203.7,2148,162.3,13.69,5,13.23,30.12,0,0,0,0,,4,,,33.83,,-3.71,-4.76,1.05,,,
9572264,SEBAROK SPIRIT,2023,2,81.5,40.62,100.64,2.92,1.45,170.75,170.75,226.1,226.1,0,128.8,113.22,13.76,0,0,1860168.48,0,0,,195.2,195.2,1859,142,15.4,4,13.09,32.99,30.9,30.9,588,57,7.2,5,10.32,12.98,,12.9,,,,0.08,-0.32,0.4
9572264,SEBAROK SPIRIT,2023,3,113,90.91,24.3,3.61,2.91,179.72,177.3,313.7,309.47,1.37,130.82,107.39,21.82,0,0,2345879.33,0,0,,298.8,294.57,3458,273.5,11.82,4,12.64,26.22,14.9,14.9,251,19.5,7.2,5,12.87,18.4,26.3,24.55,-0.08,-0.9,0.82,-6.15,-6.91,0.76
9572264,SEBAROK SPIRIT,2023,4,103.2,126.66,-18.52,3.48,4.27,232.53,197.29,57.8,49.04,17.86,373.55,75.5,394.77,0,0,927294.31,0,0,,0,0,0,0,,4,,,57.8,49.04,876,84,7.2,3,10.43,16.51,,12.56,,,,3.95,3.56,0.39
9572264,SEBAROK SPIRIT,2023,5,90.63,104.38,-13.17,2.86,3.3,163.28,163.28,10.2,10.2,0,91.19,101.58,-10.23,0,0,89741.96,0,0,,0,0,0,0,,4,,,10.2,10.2,299,39,7.23,5,7.67,6.26,,,,,,,,
9572264,SEBAROK SPIRIT,2023,6,107.49,119.64,-10.16,3.66,4.07,163.29,163.29,56.9,56.9,0,115.49,70.75,63.24,0,0,2238468.42,0,0,,56.9,56.9,1016,114,9.41,4,8.91,11.98,0,0,0,0,,4,,,,,,,,,,
9572264,SEBAROK SPIRIT,2023,7,134.6,98.63,36.47,4.35,3.19,186.38,182.08,94.4,92.22,2.36,152.25,154.42,-1.41,0,0,1684787.97,0,0,,46.8,46.8,544,46.7,12.68,4,11.65,24.05,47.6,45.42,765,66.5,7.2,4,11.5,17.18,21.99,17.34,2.06,1.38,0.68,-0.16,-0.7,0.54
9572264,SEBAROK SPIRIT,2023,8,122.79,113.91,7.8,3.96,3.67,183.98,182.16,100.9,99.9,1,121.24,78.23,54.98,0,0,2750075.17,0,0,,50.3,49.72,476,39.5,14.25,5,12.05,30.56,50.6,50.18,797,67.5,7.2,4,11.81,18.01,25.91,18.69,4.65,3.84,0.81,-0.68,-1.26,0.58
9572264,SEBAROK SPIRIT,2023,9,97.3,56.66,71.73,3.21,1.87,168.4,163.37,159.2,154.45,3.08,16.3,8.71,87.14,1892,1930,5445656.1,0.32,0.33,-3.03,159.2,154.45,1317,120,14.85,4,10.98,31.84,0,0,0,0,,4,,,20.02,,11.82,11.2,0.62,,,
9572264,SEBAROK SPIRIT,2023,10,101.2,91.09,11.1,3.3,2.97,178.34,173.3,460.1,447.1,2.91,90.1,103.44,-12.9,3502,3675,4111743,0.78,0.82,-4.88,141.1,135.34,1201,86,12.84,4,13.97,39.38,319,311.76,3058,215,7.2,4,14.22,35.6,38.34,32.57,1.04,-0.15,1.19,3.03,2.02,1.01
9572264,SEBAROK SPIRIT,2023,11,103.3,89.64,15.24,3.43,2.98,184.28,176.52,438.6,420.13,4.4,32.1,30.29,5.98,3007,3397,3543834,0.78,0.88,-11.36,326.6,312.22,3045,237,14.8,4,12.85,33.07,112,107.91,1395,115.5,7.2,4,12.08,23.28,31.84,19.95,1.23,0.24,0.99,3.33,2.71,0.62
9572264,SEBAROK SPIRIT,2023,12,105.6,93.41,13.05,3.35,2.96,180.29,174.89,165.7,160.74,3.09,150.1,95.43,57.29,2406,2652,2833210,0.78,0.86,-9.3,59.6,58.79,588,48,13.5,3,12.25,29.8,106.1,101.95,1139,82,7.3,4,13.89,31.02,25.26,30.44,4.54,3.75,0.79,0.58,-0.37,0.95
9572264,SEBAROK SPIRIT,2024,1,5.4,4.15,30.12,3.7,2.84,,,0,0,,2,4.06,-50.74,0,0,0,,,,0,0,0,0,,4,,,0,0,0,0,,4,,,,,,,,,,
9572276,LUZON SPIRIT,2023,1,121.47,67.02,81.24,3.94,2.17,169.16,161.23,131.1,124.95,4.92,135.23,117.99,14.61,0,0,1275731.66,0,0,,99.7,93.55,1142,92.7,11.25,5,12.32,25.81,31.4,31.4,528,49.2,7.2,4,10.73,15.32,24.6,14.16,1.21,-1.99,3.2,1.16,-0.68,1.84
9572276,LUZON SPIRIT,2023,2,113.82,60.08,89.45,4.07,2.15,135.44,135,46.23,46.08,0.33,152.95,124.45,22.9,0,0,408182.77,0,0,,46.23,46.08,814,68,9.55,4,11.97,16.32,0,0,0,0,,4,,,21.22,,-4.9,-7.66,2.76,,,
9572276,LUZON SPIRIT,2023,3,105.63,70.14,50.6,3.41,2.27,138.54,137.9,45.5,45.29,0.46,96.48,124.18,-22.31,0,0,441892.72,0,0,,38.4,38.19,538.54,54.1,8.86,5,9.95,17.04,7.1,7.1,86,6.5,9.5,5,13.23,26.3,12.38,29.2,4.66,3.05,1.61,-2.9,-6.7,3.8
9572276,LUZON SPIRIT,2023,4,91.13,61.83,47.39,3.04,2.06,43.33,43.33,3.3,3.3,0,125.53,129.64,-3.17,0,0,566051.33,0,0,,0,0,0,0,,4,,,3.3,3.3,109,17.5,7.87,4,6.23,4.52,,,,,,,,
9572276,LUZON SPIRIT,2023,5,117.38,75.31,55.86,3.79,2.43,156.91,154.45,102,100.4,1.59,115.59,81.24,42.28,0,0,1684393.21,0,0,,102,100.4,1251,98.9,9.35,3,12.65,24.75,0,0,0,0,,4,,,23.99,,0.76,-2.36,3.12,,,
9572276,LUZON SPIRIT,2023,6,108.95,78.78,38.3,3.63,2.63,111.65,111.65,44.1,44.1,0,122.11,100.4,21.62,0,0,947738.01,0,0,,44.1,44.1,735,66.2,8.53,4,11.1,15.99,0,0,0,0,,4,,,16.5,,-0.51,-2.66,2.15,,,
9572276,LUZON SPIRIT,2023,7,99.1,86.49,14.58,3.24,2.82,209.48,180.22,276.1,237.53,16.24,13.4,6.91,93.92,0,0,3812760.12,0,0,,276.1,237.53,3074,220.1,14.9,4,13.97,30.11,0,0,0,0,,4,,,41.35,,-11.24,-16.62,5.38,,,
9572276,LUZON SPIRIT,2023,8,119.14,98.29,21.21,3.86,3.19,196.44,174.6,221.3,196.69,12.51,90.49,60.77,48.91,0,0,2535736.85,0,0,,186.3,162.8,1889,140.7,10.84,4,13.43,31.78,35,33.89,536,44,7.2,4,12.18,19.13,31.03,20.47,0.75,-3.28,4.03,-1.34,-4,2.66
9572276,LUZON SPIRIT,2023,9,118.85,96.25,23.48,3.87,3.14,177.98,165.49,434.6,404.11,7.54,186.3,101.89,82.84,840,851,2648571.78,0.29,0.3,-3.33,168.4,162.06,1842,141.6,11.66,4,13.01,28.54,266.2,242.05,2921,229.1,7.18,4,12.75,27.87,28.48,23.44,0.06,-3.64,3.7,4.43,1.38,3.05
9572276,LUZON SPIRIT,2023,10,125.4,104.34,20.18,4.08,3.4,145.37,145.3,185.9,185.81,0.05,184.3,72.66,153.65,1480,1935,1677314.5,0.81,1.06,-23.58,160.4,160.31,2211,187,9.6,4,11.82,20.59,25.5,25.5,578,59.5,8.2,3,9.71,10.28,20.53,10.66,0.06,-2.61,2.67,-0.38,-1.77,1.39
9572276,LUZON SPIRIT,2023,11,120.5,94.42,27.62,4.07,3.19,149.26,146.04,105.1,102.83,2.21,111.8,67.19,66.39,1640,1798,1719185.1,0.88,0.96,-8.33,97.4,95.13,1256,112.5,10.78,4,11.16,20.78,7.7,7.7,154,14,8.5,3,11,13.28,17.87,,2.91,0.59,2.32,,,
9572276,LUZON SPIRIT,2023,12,127.3,112.82,12.83,4,3.54,214.6,188.77,203.6,179.1,13.68,176.2,119.68,47.23,1706,1633,1253884.5,1.25,1.2,4.17,56.6,49.82,896,75.8,8.78,5,11.82,17.92,147,129.28,2508,215.28,7.25,5,11.65,16.39,20.4,18.38,-2.48,-5.13,2.65,-1.99,-4.38,2.39
